pais,media_PIB_total_(dolar_corrente),media_população_total,media_PIB_per_capita,media_taxa_crescimento_PIB,media_taxa_inflação_(CPI),media_expectativa_vida,media_taxa_alfabetização,media_exportacao_abs,media_importacao_abs,media_IDH_estimado,soma_qtde_kg,soma_valor_dolar_ajustado,vl_distinto_produto_texto,vl_distinto_ano
Republica Dominicana,52445762859.94811,9573339.064516129,5181.827592475421,5.386658688803189,7.93557894171113,71.39196774193547,87.80645161290323,1304774224348.1997,1667705145786.3564,0.7033942683959747,627424,2394410.6897438215,4,27
Republica Tcheca,192613679300.84317,10418093.75,18456.307454389025,3.143857161068556,2.043772679916058,77.53373983739839,95.0,13530905797019.646,12668994414113.885,0.0,5973,31020.7093514427,1,12
Romenia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13194830,30623237.016246468,1,2
"Russia,  Federacao da",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3903803,10819964.590720613,1,18
"Russia, Federacao da",1436213228389.2095,144585818.0909091,9859.786965110085,1.1422497177142428,49.29356820399123,69.45253880266077,99.4090909090909,41699174430918.234,28470281764958.688,0.7639563377048423,40083085,36216829.06957602,3,17
Samoa Americana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,19.29371444191967,1,1
Sao Cristovao e Nevis,1055499777.77778,46758.0,22573.6724791004,2.2849480914594,3.55711230848243,72.145,95.0,0.0,0.0,0.0,52,188.39747359715392,2,1
Sao Tome e Principe,269268647.3944207,190323.66666666666,1348.363569159678,5.594209068889146,7.78377074579146,65.61133333333333,88.33333333333333,0.0,0.0,0.5807108421412875,5184,15784.852461324925,3,3
Sao Vicente e Granadinas,954067724.8677238,102278.0,9334.413069932372,3.445761741360838,3.2809539030693466,70.38728571428571,96.9000015258789,0.0,0.0,0.6067005495331962,179,687.423435741963,2,4
Senegal,7323161153.867242,8085023.470588235,836.3502487232936,2.6539895698978633,6.379726249285155,55.027235294117645,61.57845126881319,142385083149.66165,255301573317.35855,0.20692433395240967,45413,120889.94726222845,3,15
Serra Leoa,6313201661.029796,7780866.846153846,787.700112396138,3.540154492029295,23.54074530527529,59.3306923076923,49.96631416907677,98111317844.16862,175857611387.43423,0.41727486465164026,49110,98034.4531928568,4,7
Singapura,285470342786.64825,4927171.9215686275,52585.465761955405,4.405759648123966,2.2089509112265944,80.93653754184601,94.2156862745098,52431148209741.0,43548897570309.95,0.9190709033443676,321220,1419171.2153834882,4,29
Sri Lanka,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1161,3253.4731750265883,2,3
Suazilandia,4737671576.32851,1206593.0,3926.48687364215,3.39933858133693,2.59801620311077,58.228,89.2799987792969,0.0,0.0,0.6639390771190229,10,27.783651326715137,1,1
Suecia,368246284063.887,9151164.93902439,39119.757025813255,1.8533115034429577,3.7066588290297835,79.81908685306367,95.0,15614685650250.162,14279235905726.973,0.0,13765481,48956523.71514954,4,44
Suica,464857075196.2086,7540218.229885058,58795.716295688115,1.8538221179581802,1.4174189808053106,80.50074572469865,95.0,28694635923835.145,24775888877371.844,0.0,1585999,5695060.5390483225,4,49
Suriname,3712059335.901797,573929.6842105263,6417.7248810854035,0.2662062555670972,24.395078938914267,69.97434210526316,93.47368421052632,198840077398.5199,148595108946.4689,0.725282821440516,251203,975071.4102120844,4,21
Tailandia,395374202636.7575,69294600.53658536,5616.972089510057,2.0621060632128754,2.0011182754975794,75.3770731707317,92.44427006419112,24603707186864.67,22739522164907.67,0.7613334762043474,525323,1647548.4430523114,4,23
Taiwan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,461231,1331490.1646470586,4,21
Tanzania,22702361835.160625,26859689.0,699.4646886189785,-7.346740404496817,19.09673796804137,53.51066666666667,92.83666610717773,226585336792.26147,276937217653.93805,0.10101183578439316,16141,45425.90360432212,3,5
"Tcheca, Republica",214429801546.0213,10480977.387096774,20385.827171075827,2.7270853941566875,3.155402864844954,77.80794649881985,95.0,15052053935663.459,14101563531076.371,0.0,268145,1332159.979471776,3,21
Togo,6240226227.941044,7758314.444444444,783.6670187996043,4.252761175290015,3.7841843023242276,59.49733333333333,63.0,153925884338.85727,232377815450.7314,0.4815879989073431,40316,68608.3392562822,3,9
Toquelau,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,50.44522517082264,2,1
Trinidade e Tobago,11578229347.785385,1246959.2592592593,8918.120839478119,4.538804598383842,8.04799772964616,68.80961111111111,96.68333392673068,0.0,0.0,0.6000355527794677,1032519,3625650.8932062993,3,36
Tunisia,23340296650.929,9424337.5,2426.118932826215,7.02075979972522,4.728312597972655,71.6015,61.0,964281843132.2246,1057412268662.623,0.5907805240552274,1406,2215.5326390548576,1,2
"Turcas e Caicos, ilhas",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,90.03479151606535,1,2
Turquia,859795914551.9596,83668948.25,10258.013468997135,4.4628165923933185,31.884758570107238,77.07239999999999,96.85,28613682353316.137,29558004987718.363,0.8385344686567858,38934,135677.1203869158,4,6
Tuvalu,51295017.58542707,10577.0,4852.454549960073,3.644816737732883,0.5005807431527,66.11233333333332,95.0,0.0,0.0,0.0,9,36.81663647290007,2,3
Uruguai,34098961472.891064,3269740.05,10260.815180054726,2.5628135156065737,19.898181310313518,75.28576,97.28,849805160217.6372,810337374771.2717,0.805749903330709,4307927,8131442.010017946,4,41
Vanuatu,974975387.2270224,306851.375,3173.674605486065,-1.504626034250189,5.651966587973804,70.6425,87.4499979019165,13445844609.454971,49842519862.74554,0.7028937891814842,266,688.6335848166099,4,4
Venezuela,290544915970.6622,24528723.926829267,10167.731246137115,-0.23494711082690972,92.87268342163888,71.06639024390245,94.77560964444788,5774056817302.571,8345615556036.905,0.6235773293585805,1459342,4902411.947975572,3,32
Vietna,295866380411.7178,94824016.1875,3042.4644128131627,5.671637339938918,4.480560952617541,74.225875,95.0,25378655402882.918,24409275319501.63,0.7164014956952365,13159,27209.76989519663,3,9
