produto_texto,qtde_kg,PIB_total_(dolar_corrente),população_total,PIB_per_capita,taxa_crescimento_PIB,taxa_inflação_(CPI),expectativa_vida,taxa_alfabetização,exportacao_abs,importacao_abs,IDH_estimado,pais_cat,valor_dolar_ajustado,qtde_lag1,valor_ajustado_lag1,PIB_lag1,exportacao_abs_lag1,importacao_Abs_lag1,taxa_inflação_(CPI)_lag1
Espumantes,1650,4867582597.51312,7130142.0,682.67681029538,4.63578742813276,17.1187746048239,56.797,63.0,110868841882.96846,116463194994.72057,0.416675431923861,cat_A,5020.944055087989,7641.0,24978.751500000002,4715973437.43673,106100989566.75084,109205294717.09705,15.1734681125732
Vinhos de mesa,303,4867582597.51312,7130142.0,682.67681029538,4.63578742813276,17.1187746048239,56.797,63.0,110868841882.96846,116463194994.72057,0.416675431923861,cat_A,465.61335883703146,26382.0,61738.54875000001,4867582597.51312,110868841882.96846,116463194994.72057,17.1187746048239
Espumantes,1985,5343262457.10226,7280289.0,733.935487602519,5.26652666784713,21.4470698171141,57.439,63.0,114769787700.86,144084395722.73776,0.416675431923861,cat_A,10695.827577092512,1650.0,5020.944055087989,4867582597.51312,110868841882.96846,116463194994.72057,17.1187746048239
Vinhos de mesa,6878,5343262457.10226,7280289.0,733.935487602519,5.26652666784713,21.4470698171141,57.439,63.0,114769787700.86,144084395722.73776,0.416675431923861,cat_A,24392.65931718062,303.0,465.61335883703146,5343262457.10226,114769787700.86,144084395722.73776,21.4470698171141
Espumantes,180,5643868748.68126,7430336.0,759.57113496365,1.64649818317069,12.060323601829,57.923,80.0,113135648428.14432,164039587572.62164,0.5228756832605461,cat_A,250.41459729151816,1985.0,10695.827577092512,5343262457.10226,114769787700.86,144084395722.73776,21.4470698171141
Vinhos de mesa,15802,5643868748.68126,7430336.0,759.57113496365,1.64649818317069,12.060323601829,57.923,80.0,113135648428.14432,164039587572.62164,0.5228756832605461,cat_A,26778.710997861723,6878.0,24392.65931718062,5643868748.68126,113135648428.14432,164039587572.62164,12.060323601829
Espumantes,1593,5734699488.84934,7579195.0,756.637016048451,4.26929611661502,8.52787695688003,58.66,80.0,109422454381.3096,162787247047.7128,0.5228756832605461,cat_A,28221.15570934256,180.0,250.41459729151816,5643868748.68126,113135648428.14432,164039587572.62164,12.060323601829
Vinhos de mesa,9089,5734699488.84934,7579195.0,756.637016048451,4.26929611661502,8.52787695688003,58.66,80.0,109422454381.3096,162787247047.7128,0.5228756832605461,cat_A,44376.68192387543,15802.0,26778.710997861723,5734699488.84934,109422454381.3096,162787247047.7128,8.52787695688003
Espumantes,8034,5981222858.82727,7727322.0,774.035669644318,4.66726510266786,7.87404421467434,59.282,80.0,129573095391.7062,162674540533.01797,0.5228756832605461,cat_A,26064.550242914982,1593.0,28221.15570934256,5734699488.84934,109422454381.3096,162787247047.7128,8.52787695688003
Vinhos de mesa,42204,5981222858.82727,7727322.0,774.035669644318,4.66726510266786,7.87404421467434,59.282,80.0,129573095391.7062,162674540533.01797,0.5228756832605461,cat_A,72150.58665991903,9089.0,44376.68192387543,5981222858.82727,129573095391.7062,162674540533.01797,7.87404421467434
Espumantes,3115,6715161732.22658,7874676.0,852.754034861444,4.67827659709971,10.1932067630745,59.787,80.0,151436443486.73517,182562184111.0489,0.5228756832605461,cat_A,14284.787795275592,8034.0,26064.550242914982,5981222858.82727,129573095391.7062,162674540533.01797,7.87404421467434
Vinhos de mesa,21867,7396949126.35685,8021736.0,922.113259069714,4.36134195244576,12.4254866180049,60.287,80.0,167036947849.4121,201747503060.33267,0.5228756832605461,cat_A,49718.40695984704,42204.0,72150.58665991903,6715161732.22658,151436443486.73517,182562184111.0489,10.1932067630745
Espumantes,2434,7925736821.45034,8167900.0,970.351843368594,4.95420874299721,4.70844436028193,60.745,80.0,167317082640.40366,232692182226.30096,0.5228756832605461,cat_A,8775.474205607477,3115.0,14284.787795275592,7396949126.35685,167036947849.4121,201747503060.33267,12.4254866180049
Vinhos de mesa,2074,7925736821.45034,8167900.0,970.351843368594,4.95420874299721,4.70844436028193,60.745,80.0,167317082640.40366,232692182226.30096,0.5228756832605461,cat_A,4721.947813084113,21867.0,49718.40695984704,7925736821.45034,167317082640.40366,232692182226.30096,4.70844436028193
Espumantes,1811,8497494652.12546,8313394.0,1022.14506519545,5.02935475543072,7.67322895675083,61.227,80.0,167389469546.37903,276869433097.1683,0.5228756832605461,cat_A,8467.678527607362,2434.0,8775.474205607477,7925736821.45034,167317082640.40366,232692182226.30096,4.70844436028193
Vinhos de mesa,3261,8497494652.12546,8313394.0,1022.14506519545,5.02935475543072,7.67322895675083,61.227,80.0,167389469546.37903,276869433097.1683,0.5228756832605461,cat_A,7012.777398773007,2074.0,4721.947813084113,8497494652.12546,167389469546.37903,276869433097.1683,7.67322895675083
Espumantes,28889,8285064434.56826,8459806.0,979.344494964572,0.426885422588825,2.15951626835598,61.655,80.0,139859338848.89014,226077512108.5791,0.5228756832605461,cat_A,39437.071458583436,1811.0,8467.678527607362,8497494652.12546,167389469546.37903,276869433097.1683,7.67322895675083
Vinhos de mesa,191912,8285064434.56826,8459806.0,979.344494964572,0.426885422588825,2.15951626835598,61.655,80.0,139859338848.89014,226077512108.5791,0.5228756832605461,cat_A,127123.12626050421,3261.0,7012.777398773007,8285064434.56826,139859338848.89014,226077512108.5791,2.15951626835598
Espumantes,146128,8397855484.76908,8606326.0,975.777060358751,2.50781080899483,4.60822998872598,62.057,80.0,153468667310.7415,229454857749.81345,0.5228756832605461,cat_A,175388.94843205577,28889.0,39437.071458583436,8285064434.56826,139859338848.89014,226077512108.5791,2.15951626835598
Vinhos de mesa,265988,8397855484.76908,8606326.0,975.777060358751,2.50781080899483,4.60822998872598,62.057,80.0,153468667310.7415,229454857749.81345,0.5228756832605461,cat_A,199861.0624041812,191912.0,127123.12626050421,8397855484.76908,153468667310.7415,229454857749.81345,4.60822998872598
Espumantes,2717,8141516928.39489,8752736.0,930.168227214313,1.68379912721825,1.58965377879568,62.538,87.0,162603591054.64774,205619490906.27264,0.5767058461913865,cat_A,11690.273291925467,146128.0,175388.94843205577,8397855484.76908,153468667310.7415,229454857749.81345,4.60822998872598
Vinhos de mesa,109434,8141516928.39489,8752736.0,930.168227214313,1.68379912721825,1.58965377879568,62.538,87.0,162603591054.64774,205619490906.27264,0.5767058461913865,cat_A,87058.88220779222,265988.0,199861.0624041812,8141516928.39489,162603591054.64774,205619490906.27264,1.58965377879568
Espumantes,2081,7905485146.44351,8900355.0,888.221328974352,2.48556573783829,0.92825885161107,63.068,87.0,171030863319.38583,219106887029.2884,0.5767058461913865,cat_A,8823.04802668149,2717.0,11690.273291925467,8141516928.39489,162603591054.64774,205619490906.27264,1.58965377879568
Vinhos de mesa,7545,7905485146.44351,8900355.0,888.221328974352,2.48556573783829,0.92825885161107,63.068,87.0,171030863319.38583,219106887029.2884,0.5767058461913865,cat_A,14017.48677598666,109434.0,87058.88220779222,7905485146.44351,171030863319.38583,219106887029.2884,0.92825885161107
Espumantes,7139,8082399639.54305,9050700.0,893.013760211149,2.71133983700673,3.33727499671534,63.455,87.0,206915366906.08765,213109455636.62503,0.5767058461913865,cat_A,29887.401407608697,2081.0,8823.04802668149,7905485146.44351,171030863319.38583,219106887029.2884,0.92825885161107
Espumantes,905,8773451751.5121,9204287.0,953.191893246277,4.17329558916248,4.43738080101725,63.819,87.0,273191166834.6772,230968799143.1453,0.5767058461913865,cat_A,3653.339332980413,7139.0,29887.401407608697,8082399639.54305,206915366906.08765,213109455636.62503,3.33727499671534
Vinhos de mesa,18536,8773451751.5121,9204287.0,953.191893246277,4.17329558916248,4.43738080101725,63.819,87.0,273191166834.6772,230968799143.1453,0.5767058461913865,cat_A,17693.78663313923,7545.0,14017.48677598666,8773451751.5121,273191166834.6772,230968799143.1453,4.43738080101725
Espumantes,30552,9549122905.32852,9360754.0,1020.12326200737,4.42143312687979,5.39323106890663,64.182,87.0,339453585901.026,306467625713.7619,0.5767058461913865,cat_A,24549.01523809524,905.0,3653.339332980413,8773451751.5121,273191166834.6772,230968799143.1453,4.43738080101725
Vinhos de mesa,8306,9549122905.32852,9360754.0,1020.12326200737,4.42143312687979,5.39323106890663,64.182,87.0,339453585901.026,306467625713.7619,0.5767058461913865,cat_A,7150.76,18536.0,17693.78663313923,9549122905.32852,339453585901.026,306467625713.7619,5.39323106890663
Espumantes,1989,11451844902.2214,9521689.0,1202.71150446327,4.79700882356067,4.28239604802561,64.529,87.0,478363193098.2242,375232686485.1386,0.5767058461913865,cat_A,9242.622321428573,30552.0,24549.01523809524,9549122905.32852,339453585901.026,306467625713.7619,5.39323106890663
Vinhos de mesa,5822,11451844902.2214,9521689.0,1202.71150446327,4.79700882356067,4.28239604802561,64.529,87.0,478363193098.2242,375232686485.1386,0.5767058461913865,cat_A,10831.295282738096,8306.0,7150.76,11451844902.2214,478363193098.2242,375232686485.1386,4.28239604802561
Espumantes,1537,13120108008.3477,9685960.0,1354.54905949929,4.56438426887887,8.70560923578869,64.939,91.0,548363530879.4966,449576962634.588,0.6279966626488507,cat_A,8873.19493879677,1989.0,9242.622321428573,11451844902.2214,478363193098.2242,375232686485.1386,4.28239604802561
Vinhos de mesa,4985,13120108008.3477,9685960.0,1354.54905949929,4.56438426887887,8.70560923578869,64.939,91.0,548363530879.4966,449576962634.588,0.6279966626488507,cat_A,5370.817055878693,5822.0,10831.295282738096,13120108008.3477,548363530879.4966,449576962634.588,8.70560923578869
Espumantes,587,16674276285.8956,9850858.0,1692.67248455876,6.14849787462164,14.0068107702519,65.299,91.0,748784321667.9678,632963279744.0182,0.6471279586760648,cat_A,2983.864934534122,1537.0,8873.19493879677,13120108008.3477,548363530879.4966,449576962634.588,8.70560923578869
Suco de uva,2060,16674276285.8956,9850858.0,1692.67248455876,6.14849787462164,14.0068107702519,65.299,91.0,748784321667.9678,632963279744.0182,0.6471279586760648,cat_A,3732.7450987677835,0.0,0.0,16674276285.8956,748784321667.9678,632963279744.0182,14.0068107702519
Vinhos de mesa,3979,16674276285.8956,9850858.0,1692.67248455876,6.14849787462164,14.0068107702519,65.299,91.0,748784321667.9678,632963279744.0182,0.6471279586760648,cat_A,5813.291547261302,4985.0,5370.817055878693,16674276285.8956,748784321667.9678,632963279744.0182,14.0068107702519
Vinhos de mesa,40463,17339992193.7322,10016275.0,1731.18172112209,3.35699957430565,3.34645420142014,65.656,91.0,619430035612.5353,570562890313.3903,0.6505388063743387,cat_A,30309.267310533847,3979.0,5813.291547261302,16674276285.8956,748784321667.9678,632963279744.0182,14.0068107702519
Espumantes,11960,19649723722.1034,10182345.0,1929.78373077158,4.1267225910567,2.50327605844241,66.003,91.0,809322133998.9482,674460459645.5835,0.6505388063743387,cat_A,7988.38379590564,587.0,2983.864934534122,17339992193.7322,619430035612.5353,570562890313.3903,3.34645420142014
Suco de uva,539,19649723722.1034,10182345.0,1929.78373077158,4.1267225910567,2.50327605844241,66.003,91.0,809322133998.9482,674460459645.5835,0.6505388063743387,cat_A,1309.0994515170416,2060.0,3732.7450987677835,19649723722.1034,809322133998.9482,674460459645.5835,2.50327605844241
Vinhos de mesa,54,19649723722.1034,10182345.0,1929.78373077158,4.1267225910567,2.50327605844241,66.003,91.0,809322133998.9482,674460459645.5835,0.6505388063743387,cat_A,405.6769728876986,40463.0,30309.267310533847,19649723722.1034,809322133998.9482,674460459645.5835,2.50327605844241
Suco de uva,3375,23963164696.592,10348929.0,2315.52121930607,5.204092443086,9.88446419823883,66.282,92.0,1056576713264.3966,919914586529.3788,0.6774648870059523,cat_A,12492.391546152514,539.0,1309.0994515170416,19649723722.1034,809322133998.9482,674460459645.5835,2.50327605844241
Vinhos de mesa,12775,23963164696.592,10348929.0,2315.52121930607,5.204092443086,9.88446419823883,66.282,92.0,1056576713264.3966,919914586529.3788,0.6774648870059523,cat_A,28190.85678784026,54.0,405.6769728876986,23963164696.592,1056576713264.3966,919914586529.3788,9.88446419823883
Suco de uva,4468,27084497481.9103,10515807.0,2575.59857098084,5.12227558091757,4.51560291399376,66.586,94.0,1277472733719.2488,1023321774240.232,0.6914659153744436,cat_A,16016.865192470188,3375.0,12492.391546152514,23963164696.592,1056576713264.3966,919914586529.3788,9.88446419823883
Uvas frescas,17,27084497481.9103,10515807.0,2575.59857098084,5.12227558091757,4.51560291399376,66.586,94.0,1277472733719.2488,1023321774240.232,0.6914659153744436,cat_A,131.162591356917,1200.0,1951.969872262774,27084497481.9103,1277472733719.2488,1023321774240.232,4.51560291399376
Vinhos de mesa,11868,27084497481.9103,10515807.0,2575.59857098084,5.12227558091757,4.51560291399376,66.586,94.0,1277472733719.2488,1023321774240.232,0.6914659153744436,cat_A,22958.918595433683,12775.0,28190.85678784026,27084497481.9103,1277472733719.2488,1023321774240.232,4.51560291399376
Suco de uva,3003,30659338885.6729,10682608.0,2870.02377000756,6.79601142810841,5.73640023719607,66.777,94.0,1351846272069.463,1138639649782.923,0.6914659153744436,cat_A,11092.905480410549,4468.0,16016.865192470188,27084497481.9103,1277472733719.2488,1023321774240.232,4.51560291399376
Vinhos de mesa,19147,30659338885.6729,10682608.0,2870.02377000756,6.79601142810841,5.73640023719607,66.777,94.0,1351846272069.463,1138639649782.923,0.6914659153744436,cat_A,35007.69078413613,11868.0,22958.918595433683,30659338885.6729,1351846272069.463,1138639649782.923,5.73640023719607
Espumantes,9,32996188012.5599,10848888.0,3041.43503118107,5.46056957461593,5.76660074579144,66.97,94.0,1428506871777.9058,1384895597817.4355,0.6914659153744436,cat_A,331.26457319545824,11960.0,7988.38379590564,30659338885.6729,1351846272069.463,1138639649782.923,5.73640023719607
Suco de uva,3414,32996188012.5599,10848888.0,3041.43503118107,5.46056957461593,5.76660074579144,66.97,94.0,1428506871777.9058,1384895597817.4355,0.6914659153744436,cat_A,9869.034164639093,3003.0,11092.905480410549,32996188012.5599,1428506871777.9058,1384895597817.4355,5.76660074579144
Vinhos de mesa,12534,32996188012.5599,10848888.0,3041.43503118107,5.46056957461593,5.76660074579144,66.97,94.0,1428506871777.9058,1384895597817.4355,0.6914659153744436,cat_A,24252.54193278589,19147.0,35007.69078413613,32996188012.5599,1428506871777.9058,1384895597817.4355,5.76660074579144
Espumantes,2418,33000198248.1292,11014705.0,2996.01289804214,4.85718723245387,4.05961041135645,67.205,92.0,1018659888713.56,1223137470028.5422,0.7000900242706408,cat_A,15028.19880008607,9.0,331.26457319545824,32996188012.5599,1428506871777.9058,1384895597817.4355,5.76660074579144
Suco de uva,9867,33000198248.1292,11014705.0,2996.01289804214,4.85718723245387,4.05961041135645,67.205,92.0,1018659888713.56,1223137470028.5422,0.7000900242706408,cat_A,28926.13940772181,3414.0,9869.034164639093,33000198248.1292,1018659888713.56,1223137470028.5422,4.05961041135645
Vinhos de mesa,10674,33000198248.1292,11014705.0,2996.01289804214,4.85718723245387,4.05961041135645,67.205,92.0,1018659888713.56,1223137470028.5422,0.7000900242706408,cat_A,17192.10060881709,12534.0,24252.54193278589,33000198248.1292,1018659888713.56,1223137470028.5422,4.05961041135645
Espumantes,2624,33941126200.0606,11180020.0,3035.8734778704,4.26392083754456,3.62321431764138,67.392,92.0,831150486039.184,1083164143959.5928,0.7000900242706408,cat_A,16743.969046736136,2418.0,15028.19880008607,33000198248.1292,1018659888713.56,1223137470028.5422,4.05961041135645
Suco de uva,7755,33941126200.0606,11180020.0,3035.8734778704,4.26392083754456,3.62321431764138,67.392,92.0,831150486039.184,1083164143959.5928,0.7000900242706408,cat_A,19496.509739299272,9867.0,28926.13940772181,33941126200.0606,831150486039.184,1083164143959.5928,3.62321431764138
Vinhos de mesa,13586,33941126200.0606,11180020.0,3035.8734778704,4.26392083754456,3.62321431764138,67.392,92.0,831150486039.184,1083164143959.5928,0.7000900242706408,cat_A,22090.90350698105,10674.0,17192.10060881709,33941126200.0606,831150486039.184,1083164143959.5928,3.62321431764138
Espumantes,1668,37508642165.3366,11344587.0,3306.30301176558,4.1952063010676,2.8227580554717,67.536,92.0,934120639069.8055,1192793889436.2205,0.7000900242706408,cat_A,26946.130809399478,2624.0,16743.969046736136,33941126200.0606,831150486039.184,1083164143959.5928,3.62321431764138
Suco de uva,11797,37508642165.3366,11344587.0,3306.30301176558,4.1952063010676,2.8227580554717,67.536,92.0,934120639069.8055,1192793889436.2205,0.7000900242706408,cat_A,33276.98705531984,7755.0,19496.509739299272,37508642165.3366,934120639069.8055,1192793889436.2205,2.8227580554717
Vinhos de mesa,9495,37508642165.3366,11344587.0,3306.30301176558,4.1952063010676,2.8227580554717,67.536,92.0,934120639069.8055,1192793889436.2205,0.7000900242706408,cat_A,29542.716077839428,13586.0,22090.90350698105,37508642165.3366,934120639069.8055,1192793889436.2205,2.8227580554717
Espumantes,5891,40287647930.4761,11508368.0,3500.72642189371,4.22362351118875,2.27205987230155,67.699,92.0,1047027425746.2666,1253798722723.157,0.7000900242706408,cat_A,31576.646023408353,1668.0,26946.130809399478,37508642165.3366,934120639069.8055,1192793889436.2205,2.8227580554717
Suco de uva,612,40287647930.4761,11508368.0,3500.72642189371,4.22362351118875,2.27205987230155,67.699,92.0,1047027425746.2666,1253798722723.157,0.7000900242706408,cat_A,1507.8138920858441,11797.0,33276.98705531984,40287647930.4761,1047027425746.2666,1253798722723.157,2.27205987230155
Uvas frescas,10,40287647930.4761,11508368.0,3500.72642189371,4.22362351118875,2.27205987230155,67.699,92.0,1047027425746.2666,1253798722723.157,0.7000900242706408,cat_A,121.17477011791787,17.0,131.162591356917,40287647930.4761,1047027425746.2666,1253798722723.157,2.27205987230155
Vinhos de mesa,21566,40287647930.4761,11508368.0,3500.72642189371,4.22362351118875,2.27205987230155,67.699,92.0,1047027425746.2666,1253798722723.157,0.7000900242706408,cat_A,71735.46390980738,9495.0,29542.716077839428,40287647930.4761,1047027425746.2666,1253798722723.157,2.27205987230155
Espumantes,5994,36629843805.0216,11816299.0,3099.94219044572,-8.73788443399127,0.940742153381849,62.906,94.0,742581796941.422,924195604477.6031,0.6853125459842132,cat_A,20484.669465362756,5891.0,31576.646023408353,40287647930.4761,1047027425746.2666,1253798722723.157,2.27205987230155
Suco de uva,21435,36629843805.0216,11816299.0,3099.94219044572,-8.73788443399127,0.940742153381849,62.906,94.0,742581796941.422,924195604477.6031,0.6853125459842132,cat_A,32415.9804065515,612.0,1507.8138920858441,36629843805.0216,742581796941.422,924195604477.6031,0.940742153381849
Uvas frescas,92974,36629843805.0216,11816299.0,3099.94219044572,-8.73788443399127,0.940742153381849,62.906,94.0,742581796941.422,924195604477.6031,0.6853125459842132,cat_A,42317.12618860868,10.0,121.17477011791787,36629843805.0216,742581796941.422,924195604477.6031,0.940742153381849
Vinhos de mesa,9900,36629843805.0216,11816299.0,3099.94219044572,-8.73788443399127,0.940742153381849,62.906,94.0,742581796941.422,924195604477.6031,0.6853125459842132,cat_A,19422.92338810947,21566.0,71735.46390980738,36629843805.0216,742581796941.422,924195604477.6031,0.940742153381849
Espumantes,21235,40406111695.179,11937360.0,3384.84486479247,6.11137275205746,0.737383721452275,61.427,94.0,1124314034778.673,1260511107157.0276,0.6853125459842132,cat_A,75233.49718419013,5994.0,20484.669465362756,36629843805.0216,742581796941.422,924195604477.6031,0.940742153381849
Suco de uva,15700,40406111695.179,11937360.0,3384.84486479247,6.11137275205746,0.737383721452275,61.427,94.0,1124314034778.673,1260511107157.0276,0.6853125459842132,cat_A,22990.971472856774,21435.0,32415.9804065515,40406111695.179,1124314034778.673,1260511107157.0276,0.737383721452275
Uvas frescas,436800,40406111695.179,11937360.0,3384.84486479247,6.11137275205746,0.737383721452275,61.427,94.0,1124314034778.673,1260511107157.0276,0.6853125459842132,cat_A,289568.1600398568,92974.0,42317.12618860868,40406111695.179,1124314034778.673,1260511107157.0276,0.737383721452275
Vinhos de mesa,5850,40406111695.179,11937360.0,3384.84486479247,6.11137275205746,0.737383721452275,61.427,94.0,1124314034778.673,1260511107157.0276,0.6853125459842132,cat_A,9677.971878805773,9900.0,19422.92338810947,40406111695.179,1124314034778.673,1260511107157.0276,0.737383721452275
Espumantes,22307,44008282877.9606,12077154.0,3643.92826968677,3.60568038279472,1.74632872945969,67.434,94.0,1435178531307.2363,1546642229032.8516,0.6853125459842132,cat_A,75477.01089678975,21235.0,75233.49718419013,40406111695.179,1124314034778.673,1260511107157.0276,0.737383721452275
Suco de uva,22695,44008282877.9606,12077154.0,3643.92826968677,3.60568038279472,1.74632872945969,67.434,94.0,1435178531307.2363,1546642229032.8516,0.6853125459842132,cat_A,31128.264505988285,15700.0,22990.971472856774,44008282877.9606,1435178531307.2363,1546642229032.8516,1.74632872945969
Uvas frescas,132736,44008282877.9606,12077154.0,3643.92826968677,3.60568038279472,1.74632872945969,67.434,94.0,1435178531307.2363,1546642229032.8516,0.6853125459842132,cat_A,72241.02623567,436800.0,289568.1600398568,44008282877.9606,1435178531307.2363,1546642229032.8516,1.74632872945969
Vinhos de mesa,32530,44008282877.9606,12077154.0,3643.92826968677,3.60568038279472,1.74632872945969,67.434,94.0,1435178531307.2363,1546642229032.8516,0.6853125459842132,cat_A,52533.56880627361,5850.0,9677.971878805773,44008282877.9606,1435178531307.2363,1546642229032.8516,1.74632872945969
Espumantes,11410,45135398008.8166,12244159.0,3686.27996490544,3.08196524087036,2.57688800489192,68.581,94.0,1152407806216.33,1395857280265.793,0.6853125459842132,cat_A,35497.99610439052,22307.0,75477.01089678975,44008282877.9606,1435178531307.2363,1546642229032.8516,1.74632872945969
Suco de uva,22246,45135398008.8166,12244159.0,3686.27996490544,3.08196524087036,2.57688800489192,68.581,94.0,1152407806216.33,1395857280265.793,0.6853125459842132,cat_A,32730.715180733965,22695.0,31128.264505988285,45135398008.8166,1152407806216.33,1395857280265.793,2.57688800489192
Uvas frescas,261712,45135398008.8166,12244159.0,3686.27996490544,3.08196524087036,2.57688800489192,68.581,94.0,1152407806216.33,1395857280265.793,0.6853125459842132,cat_A,156246.36375868882,132736.0,72241.02623567,45135398008.8166,1152407806216.33,1395857280265.793,2.57688800489192
Vinhos de mesa,21926,45135398008.8166,12244159.0,3686.27996490544,3.08196524087036,2.57688800489192,68.581,94.0,1152407806216.33,1395857280265.793,0.6853125459842132,cat_A,38039.817756365235,32530.0,52533.56880627361,45135398008.8166,1152407806216.33,1395857280265.793,2.57688800489192
Uvas frescas,52,20482608755.379,3345533.0,6122.3753450882,2.88734334414875,0.56278215406123,77.394,97.0,820125111185.1403,1115811757406.334,0.7961702087397464,cat_D,82.20843943252092,0.0,0.0,0.0,0.0,0.0,0.0
Uvas frescas,447,20226036564.4129,3299349.0,6130.31133245161,-3.01509514759861,-1.0512960076349,76.04,97.0,691356109891.2631,969429343552.887,0.7961702087397464,cat_D,572.082361259761,52.0,82.20843943252092,20482608755.379,820125111185.1403,1115811757406.334,0.56278215406123
Espumantes,10,20482608755.379,3345533.0,6122.3753450882,2.88734334414875,0.56278215406123,77.394,97.0,820125111185.1403,1115811757406.334,0.7961702087397464,cat_D,65.030556566024,0.0,0.0,0.0,0.0,0.0,0.0
Espumantes,168,20226036564.4129,3299349.0,6130.31133245161,-3.01509514759861,-1.0512960076349,76.04,97.0,691356109891.2631,969429343552.887,0.7961702087397464,cat_D,195.13826305682525,10.0,65.030556566024,20482608755.379,820125111185.1403,1115811757406.334,0.56278215406123
Vinhos de mesa,45,20226036564.4129,3299349.0,6130.31133245161,-3.01509514759861,-1.0512960076349,76.04,97.0,691356109891.2631,969429343552.887,0.7961702087397464,cat_D,63.026022850651636,0.0,0.0,20226036564.4129,691356109891.2631,969429343552.887,-1.0512960076349
Uvas frescas,18,1873288205186.45,207455459.0,9029.83326742175,1.22077782360842,3.73297621216894,75.809,93.0,26456297942106.88,27663481366702.97,0.816828998507115,cat_C,76.07348126591488,0.0,0.0,0.0,0.0,0.0,0.0
Uvas frescas,70,1670647399034.67,209550294.0,7972.53665048385,4.76260437908608,8.30165975585673,73.038,93.0,31925120140308.56,30985330895867.77,0.816828998507115,cat_C,200.2738199800716,18.0,76.07348126591488,1873288205186.45,26456297942106.88,27663481366702.97,3.73297621216894
Vinhos de mesa,31,1670647399034.67,209550294.0,7972.53665048385,4.76260437908608,8.30165975585673,73.038,93.0,31925120140308.56,30985330895867.77,0.816828998507115,cat_C,53.25199837620401,0.0,0.0,1670647399034.67,31925120140308.56,30985330895867.77,8.30165975585673
Uvas frescas,109,1951923942083.32,210306415.0,9281.33334441234,3.01669435393015,9.28010608956873,74.872,94.6900024414062,38317760211620.23,37448248305083.19,0.817857900919782,cat_C,286.1900975551418,70.0,200.2738199800716,1670647399034.67,31925120140308.56,30985330895867.77,8.30165975585673
Vinhos de mesa,2504,1951923942083.32,210306415.0,9281.33334441234,3.01669435393015,9.28010608956873,74.872,94.6900024414062,38317760211620.23,37448248305083.19,0.817857900919782,cat_C,1020.4231193726404,31.0,53.25199837620401,1951923942083.32,38317760211620.23,37448248305083.19,9.28010608956873
Uvas frescas,170,2173665655937.27,211140729.0,10294.866680778,2.90848048667777,4.59356282283204,75.848,94.6900024414062,39365692398255.484,34221468630741.004,0.817857900919782,cat_C,483.86236388340086,109.0,286.1900975551418,1951923942083.32,38317760211620.23,37448248305083.19,9.28010608956873
Vinhos de mesa,117,59309748166.1179,7075947.0,8381.88134621669,2.74592644707793,2.06159619443141,74.8146341463415,98.0,3973190954773.864,3715394385721.708,0.8134807371302776,cat_D,2020.7038634138382,0.0,0.0,0.0,0.0,0.0,0.0
Uvas frescas,100,70716821234.5967,6934015.0,10198.5388313404,-3.21573743445016,1.67244096855756,73.3560975609756,98.0,3990130993400.686,3811637329907.141,0.8134807371302776,cat_D,206.0466131655919,0.0,0.0,59309748166.1179,3973190954773.864,3715394385721.708,2.06159619443141
Vinhos de mesa,5,90642851835.8996,6643324.0,13644.201582807,4.03877758301681,15.3252589264366,74.1609756097561,98.4199981689453,6342923064498.757,6241943792397.971,0.8259317025321651,cat_D,33.228063761083874,117.0,2020.7038634138382,70716821234.5967,3990130993400.686,3811637329907.141,1.67244096855756
Uvas frescas,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cat_D,45.398690432884685,0.0,0.0,0.0,0.0,0.0,0.0
Suco de uva,122,264308140.285149,362329.0,729.470012847852,5.99685491429432,4.07407407407384,63.242,95.0,4415971138.169084,15724738613.105747,0.0,cat_B,532.9796196111581,0.0,0.0,0.0,0.0,0.0,0.0
Suco de uva,16,267448571.414611,367803.0,727.151685588784,5.69794936616317,4.55516014234884,63.566,95.0,5141817861.821486,16638603439.37922,0.0,cat_B,58.184250000000006,122.0,532.9796196111581,264308140.285149,4415971138.169084,15724738613.105747,4.07407407407384
Suco de uva,445,306890962.649533,375428.0,817.442925539738,0.692171874476983,10.6535057862491,63.869,63.0,5257646602.271601,21120117762.145145,0.5129206062445972,cat_B,1771.2508186687073,16.0,58.184250000000006,267448571.414611,5141817861.821486,16638603439.37922,4.55516014234884
Suco de uva,1376,357160985.327413,393415.0,907.847909529157,10.9376469895221,3.11666432682861,64.253,63.0,6172816019.289008,23807237789.996758,0.5129206062445972,cat_B,4078.180584461867,445.0,1771.2508186687073,306890962.649533,5257646602.271601,21120117762.145145,10.6535057862491
Suco de uva,63,406580652.330537,410228.0,991.108974352157,19.1826416318144,3.45205833010708,64.648,63.0,6117534283.376695,22978776666.54458,0.5129206062445972,cat_B,107.94965587044535,1376.0,4078.180584461867,357160985.327413,6172816019.289008,23807237789.996758,3.11666432682861
Vinhos de mesa,117,406580652.330537,410228.0,991.108974352157,19.1826416318144,3.45205833010708,64.648,63.0,6117534283.376695,22978776666.54458,0.5129206062445972,cat_B,1883.827327935223,0.0,0.0,406580652.330537,6117534283.376695,22978776666.54458,3.45205833010708
