produto_texto,qtde_kg,PIB_total_(dolar_corrente),população_total,PIB_per_capita,taxa_crescimento_PIB,taxa_inflação_(CPI),expectativa_vida,taxa_alfabetização,exportacao_abs,importacao_abs,IDH_estimado,pais_cat,valor_dolar_ajustado,qtde_lag1,valor_ajustado_lag1,PIB_lag1,exportacao_abs_lag1,importacao_Abs_lag1,taxa_inflação_(CPI)_lag1
Suco de uva,18550,93789736842.1053,22967816.0,4083.52874483605,8.85886816969386,1.53474023697699,72.732,83.0,11236921052631.615,9434973684210.54,0.6874263608823546,cat_B,70962.57256097562,18550.0,68808.22818727492,79148421052.6316,9601605263157.908,7618789473684.21,2.74456130240604
Suco de uva,18550,92783947368.4211,23526538.0,3943.79943910239,0.517675319192861,1.41678473206098,73.08,83.0,10243578947368.422,8625394736842.11,0.6874263608823546,cat_B,68999.18122529646,18550.0,70962.57256097562,93789736842.1053,11236921052631.615,9434973684210.54,1.53474023697699
Suco de uva,37100,100845526315.789,24102477.0,4184.03163773539,5.39098830692797,1.80787246281536,73.469,83.0,10922105263157.812,9182078947368.38,0.6874263608823546,cat_B,130999.59528627015,18550.0,68999.18122529646,92783947368.4211,10243578947368.422,8625394736842.11,1.41678473206098
Suco de uva,18550,110202368421.053,24679602.0,4465.32194567208,5.7884992858875,1.08967632577286,73.727,83.0,11785421052631.61,9615342105263.191,0.6874263608823546,cat_B,61668.87063586957,37100.0,130999.59528627015,100845526315.789,10922105263157.812,9182078947368.38,1.80787246281536
Suco de uva,18550,124749473684.211,25256772.0,4939.24851854427,6.78343772370305,1.42127115937402,74.027,83.0,14392763157894.834,11851315789473.73,0.6874263608823546,cat_B,60069.20167813658,18550.0,61668.87063586957,110202368421.053,11785421052631.61,9615342105263.191,1.08967632577286
Suco de uva,18550,143534405818.501,25836071.0,5555.58179951206,5.33213916141486,2.97507092684449,74.37,83.0,16204887549602.607,13055267735771.896,0.6874263608823546,cat_B,58100.7280952381,18550.0,60069.20167813658,124749473684.211,14392763157894.834,11851315789473.73,1.42127115937402
Suco de uva,18550,162692258307.056,26417909.0,6158.40785533236,5.5848470671515,3.60923564224389,74.697,83.0,18251709227771.703,14706024273092.645,0.6874263608823546,cat_B,56285.080342261914,18550.0,58100.7280952381,143534405818.501,16204887549602.607,13055267735771.896,2.97507092684449
Suco de uva,18550,193549569477.733,26998389.0,7168.93031942508,6.29878592740947,2.02735317779569,74.961,83.0,20548823892698.566,16702792002138.746,0.6874263608823546,cat_B,57532.79746505773,18550.0,56285.080342261914,162692258307.056,18251709227771.703,14706024273092.645,3.60923564224389
Suco de uva,37100,230811614370.384,27570059.0,8371.82156086005,4.83176988913097,5.44078221100769,75.151,83.0,22965658053026.07,17811443198745.29,0.6874263608823546,cat_B,129728.19031783116,18550.0,57532.79746505773,193549569477.733,20548823892698.566,16702792002138.746,2.02735317779569
Suco de uva,18550,202257453036.641,28124778.0,7191.43287234626,-1.51352871598714,0.583308405623702,75.269,83.0,18489727487818.867,14389035844202.713,0.6874263608823546,cat_B,65095.691092911715,37100.0,129728.19031783116,230811614370.384,22965658053026.07,17811443198745.29,5.44078221100769
Suco de uva,18550,297951668674.835,29162039.0,10217.1068585031,5.29391283414003,3.1744709215131,75.488,93.0,25402001239868.105,20761940429470.21,0.8129151707647431,cat_B,100630.82986943127,18550.0,65095.691092911715,202257453036.641,18489727487818.867,14389035844202.713,0.583308405623702
Suco de uva,18550,323276235524.415,30174265.0,10713.6407638899,4.69372252557893,2.10501231233612,75.464,93.0,24449071680584.848,21689233170491.42,0.8129151707647431,cat_B,72437.83082285573,18550.0,100630.82986943127,297951668674.835,25402001239868.105,20761940429470.21,3.1744709215131
Uvas frescas,30,358788845712.53,32910967.0,10901.8019954421,4.84308697634881,0.884709160571235,75.734,95.0,24596759063524.625,22190248418266.6,0.8326456237860166,cat_B,126.17166785473923,0.0,0.0,323276235524.415,24449071680584.848,21689233170491.42,2.10501231233612
Vinhos de mesa,15,358788845712.53,32910967.0,10901.8019954421,4.84308697634881,0.884709160571235,75.734,95.0,24596759063524.625,22190248418266.6,0.8326456237860166,cat_B,41.22440632877618,0.0,0.0,358788845712.53,24596759063524.625,22190248418266.6,0.884709160571235
Suco de uva,9275,365177721021.516,33440596.0,10920.191763972,4.41318742129586,0.662891865764326,75.9,95.0,23837986129048.62,21089303772869.79,0.8335712610015827,cat_B,29588.903237540922,18550.0,72437.83082285573,358788845712.53,24596759063524.625,22190248418266.6,0.884709160571235
Uvas frescas,20,365177721021.516,33440596.0,10920.191763972,4.41318742129586,0.662891865764326,75.9,95.0,23837986129048.62,21089303772869.79,0.8335712610015827,cat_B,71.16551473263004,30.0,126.17166785473923,365177721021.516,23837986129048.62,21089303772869.79,0.662891865764326
Vinhos de mesa,48,365177721021.516,33440596.0,10920.191763972,4.41318742129586,0.662891865764326,75.9,95.0,23837986129048.62,21089303772869.79,0.8335712610015827,cat_B,134.96907966533283,15.0,41.22440632877618,365177721021.516,23837986129048.62,21089303772869.79,0.662891865764326
Suco de uva,10070,337456163961.211,33889558.0,9957.52626697613,-5.45684658426701,-1.1387021539305,76.057,95.0,20779854035297.383,18631038006110.145,0.8335712610015827,cat_B,26744.85038889383,9275.0,29588.903237540922,365177721021.516,23837986129048.62,21089303772869.79,0.662891865764326
Uvas frescas,2065,337456163961.211,33889558.0,9957.52626697613,-5.45684658426701,-1.1387021539305,76.057,95.0,20779854035297.383,18631038006110.145,0.8335712610015827,cat_B,37244.7433880322,20.0,71.16551473263004,337456163961.211,20779854035297.383,18631038006110.145,-1.1387021539305
Uvas frescas,1159,373784823672.946,34282399.0,10903.1116425938,3.31534954399166,2.47710241465447,73.917,95.0,26401564213989.098,23699056427312.07,0.8335712610015827,cat_B,15826.26238698011,2065.0,37244.7433880322,337456163961.211,20779854035297.383,18631038006110.145,-1.1387021539305
Suco de uva,16695,407605841348.235,34695493.0,11748.0919307944,8.86182187578046,3.37869862549928,75.444,96.0,31324585799872.01,28391878480543.258,0.8385126266884477,cat_B,39368.82431873709,10070.0,26744.85038889383,373784823672.946,26401564213989.098,23699056427312.07,2.47710241465447
Uvas frescas,70,407605841348.235,34695493.0,11748.0919307944,8.86182187578046,3.37869862549928,75.444,96.0,31324585799872.01,28391878480543.258,0.8385126266884477,cat_B,295.8369547761016,1159.0,15826.26238698011,407605841348.235,31324585799872.01,28391878480543.258,3.37869862549928
Uvas frescas,74,399705169318.477,35126298.0,11379.0861000632,3.55548715410509,2.48886560125754,76.657,96.0,27412540342116.023,25374245959631.1,0.8385126266884477,cat_B,344.8806210658283,70.0,295.8369547761016,407605841348.235,31324585799872.01,28391878480543.258,3.37869862549928
Vinhos de mesa,3660,12712150082.0792,21104482.0,602.343619809252,1.89245798756383,28.7897428247298,67.353,68.0800018310547,0.0,0.0,0.5079042346390777,cat_C,6436.398934040472,0.0,0.0,0.0,0.0,0.0,0.0
Espumantes,3023,5252457369.55218,516154.0,10176.143882547,37.507870124321,0.543149688737013,78.052,97.8600006103516,399706675538.04846,349332071273.6016,0.8482264952331563,cat_C,14270.377912684062,0.0,0.0,0.0,0.0,0.0,0.0
Espumantes,3221,6177118113.94637,524106.0,11786.0091545343,13.8260895184139,2.33314337624567,80.76,97.8600006103516,510668072238.1234,491529625788.2463,0.8482264952331563,cat_C,11447.60390220567,3023.0,14270.377912684062,5252457369.55218,399706675538.04846,349332071273.6016,0.543149688737013
Espumantes,4577,6590894301.9579,525994.0,12530.3602359683,4.72639189000989,2.92746542425035,81.041,97.8600006103516,490244440788.2188,498603051272.9421,0.8482264952331563,cat_C,20799.90468063879,3221.0,11447.60390220567,6177118113.94637,510668072238.1234,491529625788.2463,2.33314337624567
Suco de uva,41,16153779511.1559,484630.0,33332.1905601302,7.18909653691901,1.15782362451517,82.2487804878049,93.0,1992552903788.8635,1692094575523.7822,0.8949827645476645,cat_B,131.1685655915606,0.0,0.0,0.0,0.0,0.0,0.0
Uvas frescas,689,16153779511.1559,484630.0,33332.1905601302,7.18909653691901,1.15782362451517,82.2487804878049,93.0,1992552903788.8635,1692094575523.7822,0.8949827645476645,cat_B,2148.666026833183,0.0,0.0,16153779511.1559,1992552903788.8635,1692094575523.7822,1.15782362451517
Vinhos de mesa,503,16153779511.1559,484630.0,33332.1905601302,7.18909653691901,1.15782362451517,82.2487804878049,93.0,1992552903788.8635,1692094575523.7822,0.8949827645476645,cat_B,1489.075525572764,0.0,0.0,16153779511.1559,1992552903788.8635,1692094575523.7822,1.15782362451517
Espumantes,359,16337793530.7788,504062.0,32412.2697818499,4.08470602847339,1.6420600176894,82.6585365853659,93.0,2034388027888.3596,1773472028801.836,0.8949827645476645,cat_B,1615.9479810840305,0.0,0.0,16153779511.1559,1992552903788.8635,1692094575523.7822,1.15782362451517
Suco de uva,276,16337793530.7788,504062.0,32412.2697818499,4.08470602847339,1.6420600176894,82.6585365853659,93.0,2034388027888.3596,1773472028801.836,0.8949827645476645,cat_B,339.8766824299745,41.0,131.1685655915606,16337793530.7788,2034388027888.3596,1773472028801.836,1.6420600176894
Uvas frescas,4094,16337793530.7788,504062.0,32412.2697818499,4.08470602847339,1.6420600176894,82.6585365853659,93.0,2034388027888.3596,1773472028801.836,0.8949827645476645,cat_B,14276.04765369225,689.0,2148.666026833183,16337793530.7788,2034388027888.3596,1773472028801.836,1.6420600176894
Vinhos de mesa,3661,16337793530.7788,504062.0,32412.2697818499,4.08470602847339,1.6420600176894,82.6585365853659,93.0,2034388027888.3596,1773472028801.836,0.8949827645476645,cat_B,10831.882138959621,503.0,1489.075525572764,16337793530.7788,2034388027888.3596,1773472028801.836,1.6420600176894
Espumantes,1692,16385919535.6742,515332.0,31796.8213417258,-3.47468750932252,0.638544956776712,82.0975609756098,93.0,2231498127939.7324,1977850523011.827,0.8949827645476645,cat_B,3468.855334587788,359.0,1615.9479810840305,16337793530.7788,2034388027888.3596,1773472028801.836,1.6420600176894
Suco de uva,2364,16385919535.6742,515332.0,31796.8213417258,-3.47468750932252,0.638544956776712,82.0975609756098,93.0,2231498127939.7324,1977850523011.827,0.8949827645476645,cat_B,3424.009895251748,276.0,339.8766824299745,16385919535.6742,2231498127939.7324,1977850523011.827,0.638544956776712
Uvas frescas,4282,16385919535.6742,515332.0,31796.8213417258,-3.47468750932252,0.638544956776712,82.0975609756098,93.0,2231498127939.7324,1977850523011.827,0.8949827645476645,cat_B,14066.923484705056,4094.0,14276.04765369225,16385919535.6742,2231498127939.7324,1977850523011.827,0.638544956776712
Vinhos de mesa,3490,16385919535.6742,515332.0,31796.8213417258,-3.47468750932252,0.638544956776712,82.0975609756098,93.0,2231498127939.7324,1977850523011.827,0.8949827645476645,cat_B,11742.23287263679,3661.0,10831.882138959621,16385919535.6742,2231498127939.7324,1977850523011.827,0.638544956776712
Espumantes,364,19718565605.433,518536.0,38027.3801730893,13.4603051960595,1.49789217934724,82.2585365853659,94.9400024414062,2338573662261.3423,2012326521536.5132,0.934489745829155,cat_B,2649.865745285456,1692.0,3468.855334587788,16385919535.6742,2231498127939.7324,1977850523011.827,0.638544956776712
Suco de uva,1500,19718565605.433,518536.0,38027.3801730893,13.4603051960595,1.49789217934724,82.2585365853659,94.9400024414062,2338573662261.3423,2012326521536.5132,0.934489745829155,cat_B,2732.0590471269884,2364.0,3424.009895251748,19718565605.433,2338573662261.3423,2012326521536.5132,1.49789217934724
Uvas frescas,5445,19718565605.433,518536.0,38027.3801730893,13.4603051960595,1.49789217934724,82.2585365853659,94.9400024414062,2338573662261.3423,2012326521536.5132,0.934489745829155,cat_B,18353.417005572574,4282.0,14066.923484705056,19718565605.433,2338573662261.3423,2012326521536.5132,1.49789217934724
Vinhos de mesa,3441,19718565605.433,518536.0,38027.3801730893,13.4603051960595,1.49789217934724,82.2585365853659,94.9400024414062,2338573662261.3423,2012326521536.5132,0.934489745829155,cat_B,17890.35615012732,3490.0,11742.23287263679,19718565605.433,2338573662261.3423,2012326521536.5132,1.49789217934724
Espumantes,191,19209979975.2323,531511.0,36142.2058531852,4.14788281601133,6.15375621933037,82.4487804878049,94.9400024414062,2469903877745.2896,2211075120258.1245,0.934489745829155,cat_B,881.0796261809983,364.0,2649.865745285456,19718565605.433,2338573662261.3423,2012326521536.5132,1.49789217934724
Suco de uva,915,19209979975.2323,531511.0,36142.2058531852,4.14788281601133,6.15375621933037,82.4487804878049,94.9400024414062,2469903877745.2896,2211075120258.1245,0.934489745829155,cat_B,1676.4094103979091,1500.0,2732.0590471269884,19209979975.2323,2469903877745.2896,2211075120258.1245,6.15375621933037
Uvas frescas,3766,19209979975.2323,531511.0,36142.2058531852,4.14788281601133,6.15375621933037,82.4487804878049,94.9400024414062,2469903877745.2896,2211075120258.1245,0.934489745829155,cat_B,14743.613452700281,5445.0,18353.417005572574,19209979975.2323,2469903877745.2896,2211075120258.1245,6.15375621933037
Vinhos de mesa,3127,19209979975.2323,531511.0,36142.2058531852,4.14788281601133,6.15375621933037,82.4487804878049,94.9400024414062,2469903877745.2896,2211075120258.1245,0.934489745829155,cat_B,16707.284833677884,3441.0,17890.35615012732,19209979975.2323,2469903877745.2896,2211075120258.1245,6.15375621933037
Espumantes,1472,22328640241.5553,552747.0,40395.7692064458,7.49851245937869,5.09396758978883,83.5073170731707,94.9400024414062,2741187664893.388,2337539466286.072,0.934489745829155,cat_B,45810.44142145441,191.0,881.0796261809983,19209979975.2323,2469903877745.2896,2211075120258.1245,6.15375621933037
Suco de uva,1575,22328640241.5553,552747.0,40395.7692064458,7.49851245937869,5.09396758978883,83.5073170731707,94.9400024414062,2741187664893.388,2337539466286.072,0.934489745829155,cat_B,2066.1952432212456,915.0,1676.4094103979091,22328640241.5553,2741187664893.388,2337539466286.072,5.09396758978883
Uvas frescas,5282,22328640241.5553,552747.0,40395.7692064458,7.49851245937869,5.09396758978883,83.5073170731707,94.9400024414062,2741187664893.388,2337539466286.072,0.934489745829155,cat_B,22162.955254642242,3766.0,14743.613452700281,22328640241.5553,2741187664893.388,2337539466286.072,5.09396758978883
Vinhos de mesa,6561,22328640241.5553,552747.0,40395.7692064458,7.49851245937869,5.09396758978883,83.5073170731707,94.9400024414062,2741187664893.388,2337539466286.072,0.934489745829155,cat_B,24912.734773647695,3127.0,16707.284833677884,22328640241.5553,2741187664893.388,2337539466286.072,5.09396758978883
Uvas frescas,8,121353645057.144,36584208.0,3268.0302734375,-7.17820744246774,0.705968661338261,73.133,76.0,3736977125144.813,4617469355882.025,0.6896993435140156,cat_D,26.66485582142954,0.0,0.0,0.0,0.0,0.0,0.0
Uvas frescas,10,142022058447.231,36954442.0,3785.93627929688,8.15473889823681,1.40195883962006,73.385,76.0,4706054992143.278,6019936176111.565,0.6896993435140156,cat_D,39.36017271284644,8.0,26.66485582142954,121353645057.144,3736977125144.813,4617469355882.025,0.705968661338261
Uvas frescas,20,130951926351.241,37329064.0,3455.39624023438,1.52720357976111,6.65704202759067,75.161,77.3499984741211,5868191633220.68,7375288613141.269,0.7055746330868766,cat_D,70.74361962037213,10.0,39.36017271284644,142022058447.231,4706054992143.278,6019936176111.565,1.40195883962006
Espumantes,158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cat_B,754.5315582600247,0.0,0.0,0.0,0.0,0.0,0.0
Suco de uva,492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cat_B,846.9741663912198,0.0,0.0,0.0,0.0,0.0,0.0
Uvas frescas,1430,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cat_B,5226.755032715138,0.0,0.0,0.0,0.0,0.0,0.0
Vinhos de mesa,923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cat_B,3043.1107217242056,0.0,0.0,0.0,0.0,0.0,0.0
Espumantes,1594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cat_B,3500.6071298654056,158.0,754.5315582600247,0.0,0.0,0.0,0.0
Suco de uva,817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cat_B,1163.188068388505,492.0,846.9741663912198,0.0,0.0,0.0,0.0
Uvas frescas,9668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cat_B,37841.648963259366,1430.0,5226.755032715138,0.0,0.0,0.0,0.0
Vinhos de mesa,7276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cat_B,19369.289923608583,923.0,3043.1107217242056,0.0,0.0,0.0,0.0
Espumantes,2093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cat_B,5559.622438768059,1594.0,3500.6071298654056,0.0,0.0,0.0,0.0
Suco de uva,1479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cat_B,2234.999733396185,817.0,1163.188068388505,0.0,0.0,0.0,0.0
Uvas frescas,13769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cat_B,50186.89477263331,9668.0,37841.648963259366,0.0,0.0,0.0,0.0
Vinhos de mesa,6270,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cat_B,23803.23197622976,7276.0,19369.289923608583,0.0,0.0,0.0,0.0
Espumantes,1057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cat_B,4731.324290511865,2093.0,5559.622438768059,0.0,0.0,0.0,0.0
Suco de uva,4282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cat_B,7136.92543454995,1479.0,2234.999733396185,0.0,0.0,0.0,0.0
Uvas frescas,12996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cat_B,46315.34676163413,13769.0,50186.89477263331,0.0,0.0,0.0,0.0
Vinhos de mesa,8644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cat_B,26117.78989925084,6270.0,23803.23197622976,0.0,0.0,0.0,0.0
Espumantes,1154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cat_B,3685.099458406657,1057.0,4731.324290511865,0.0,0.0,0.0,0.0
Suco de uva,4002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cat_B,6562.00665630179,4282.0,7136.92543454995,0.0,0.0,0.0,0.0
Uvas frescas,14389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cat_B,54156.384565443965,12996.0,46315.34676163413,0.0,0.0,0.0,0.0
Vinhos de mesa,7240,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cat_B,29131.3650612496,8644.0,26117.78989925084,0.0,0.0,0.0,0.0
Espumantes,1375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cat_B,5030.109595604887,1154.0,3685.099458406657,0.0,0.0,0.0,0.0
Suco de uva,2936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cat_B,4832.446672486561,4002.0,6562.00665630179,0.0,0.0,0.0,0.0
Uvas frescas,14858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cat_B,61505.08341592769,14389.0,54156.384565443965,0.0,0.0,0.0,0.0
Vinhos de mesa,7417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cat_B,32625.706752827355,7240.0,29131.3650612496,0.0,0.0,0.0,0.0
Uvas frescas,76800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cat_B,155592.40097406035,0.0,0.0,0.0,0.0,0.0,0.0
Uvas frescas,130390,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cat_B,387336.0457142857,76800.0,155592.40097406035,0.0,0.0,0.0,0.0
Uvas frescas,16320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cat_B,54662.17544642858,130390.0,387336.0457142857,0.0,0.0,0.0,0.0
Uvas frescas,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cat_B,38.091292475927304,16320.0,54662.17544642858,0.0,0.0,0.0,0.0
Vinhos de mesa,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cat_B,31.91432612847963,0.0,0.0,0.0,0.0,0.0,0.0
Uvas frescas,24000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cat_C,80827.84049079755,0.0,0.0,0.0,0.0,0.0,0.0
Suco de uva,3630,1746063557.61355,2678760.0,651.817840199777,-0.799493830035985,4.7148963468961,61.662,51.0,44589216481.04549,61398958499.14133,0.4535764593464793,cat_C,4357.283681535856,0.0,0.0,0.0,0.0,0.0,0.0
Suco de uva,1788,1777057481.26043,2738655.0,648.879643934862,1.38148396045266,3.8957052575849,62.249,51.0,44024126150.087166,56887024053.249374,0.4535764593464793,cat_C,1490.8510005558644,3630.0,4357.283681535856,1746063557.61355,44589216481.04549,61398958499.14133,4.7148963468961
Uvas frescas,16,9222536364.01272,4734874.0,1947.78918383313,0.742715395138262,3.56516484650185,66.762,66.9599990844727,367573623879.96674,446839730537.38525,0.6000597689494378,cat_C,72.93208473262723,0.0,0.0,1777057481.26043,44024126150.087166,56887024053.249374,3.8957052575849
Vinhos de mesa,9,9222536364.01272,4734874.0,1947.78918383313,0.742715395138262,3.56516484650185,66.762,66.9599990844727,367573623879.96674,446839730537.38525,0.6000597689494378,cat_C,98.4004317821161,0.0,0.0,9222536364.01272,367573623879.96674,446839730537.38525,3.56516484650185
Vinhos de mesa,4055,72000000000.0,57320149.0,1256.10280601329,5.77682723020618,23.7840154425787,61.18,95.0,605424000000.0002,761215999999.9968,0.0,cat_A,19419.44884381339,0.0,0.0,0.0,0.0,0.0,0.0
Suco de uva,769560,530160763983.506,87653807.0,6048.34840754271,2.86699945461075,9.75146045357553,69.961,88.0,6147736098499.9,7722925475114.54,0.7021015590920031,cat_A,1529271.8650173012,0.0,0.0,72000000000.0,605424000000.0002,761215999999.9968,23.7840154425787
Suco de uva,174900,432157945024.428,92452702.0,4674.36792733681,6.21829715869302,34.3783832235168,71.088,88.0,10684297899005.29,9958946557697.34,0.7021015590920031,cat_A,321324.29822179733,769560.0,1529271.8650173012,530160763983.506,6147736098499.9,7722925475114.54,9.75146045357553
Suco de uva,60813,631249359702.389,97115707.0,6499.97182950425,2.75503039300564,16.5856169707538,72.203,88.0,14781877407195.826,15525824395595.229,0.7021015590920031,cat_A,23114.322713085236,174900.0,321324.29822179733,432157945024.428,10684297899005.29,9958946557697.34,34.3783832235168
Vinhos de mesa,8948,631249359702.389,97115707.0,6499.97182950425,2.75503039300564,16.5856169707538,72.203,88.0,14781877407195.826,15525824395595.229,0.7021015590920031,cat_A,29561.328331332537,4055.0,19419.44884381339,631249359702.389,14781877407195.826,15525824395595.229,16.5856169707538
Suco de uva,17943,742061329643.37,98625552.0,7524.02713693678,5.02928399378261,9.49156149435403,72.562,91.0,17981016805142.555,19055567804671.06,0.7831229730001488,cat_A,7567.155087108014,60813.0,23114.322713085236,631249359702.389,14781877407195.826,15525824395595.229,16.5856169707538
Vinhos de mesa,20,765549967703.273,102978515.0,7434.0746485155,1.18554486709559,4.54690012118718,73.308,90.0,18109538846859.04,19173063723402.5,0.7864869163883536,cat_A,34.09663043478261,8948.0,29561.328331332537,742061329643.37,17981016805142.555,19055567804671.06,9.49156149435403
Suco de uva,116865,1102355554971.95,108774360.0,10134.3327138119,2.07786393438754,3.96684905458235,73.796,93.0,29522251722883.36,31392289602891.38,0.8128049704125595,cat_A,411873.5874063142,17943.0,7567.155087108014,765549967703.273,18109538846859.04,19173063723402.5,4.54690012118718
Vinhos de mesa,2453,1102355554971.95,108774360.0,10134.3327138119,2.07786393438754,3.96684905458235,73.796,93.0,29522251722883.36,31392289602891.38,0.8128049704125595,cat_A,23336.57833434615,20.0,34.09663043478261,1102355554971.95,29522251722883.36,31392289602891.38,3.96684905458235
Suco de uva,18550,943437415024.633,111999721.0,8423.56933214711,-6.29525055780502,5.29735584228856,73.628,93.0,25013610651590.36,26490281426502.12,0.8009749149398518,cat_A,70520.33201732102,116865.0,411873.5874063142,1102355554971.95,29522251722883.36,31392289602891.38,3.96684905458235
Espumantes,95328,1105424238731.09,113623895.0,9728.80078377082,4.9713345832195,4.15672722680174,73.718,93.0,32076603758085.586,33445632212325.223,0.8100103224602028,cat_A,34525.69982022967,0.0,0.0,943437415024.633,25013610651590.36,26490281426502.12,5.29735584228856
Suco de uva,37074,1105424238731.09,113623895.0,9728.80078377082,4.9713345832195,4.15672722680174,73.718,93.0,32076603758085.586,33445632212325.223,0.8100103224602028,cat_A,146985.9741304986,18550.0,70520.33201732102,1105424238731.09,32076603758085.586,33445632212325.223,4.15672722680174
Suco de uva,61932,1229013703416.76,115243504.0,10664.4944032313,3.44404505794418,3.40737824605742,73.921,94.0,37414822666234.78,38983603133621.67,0.8193324651987488,cat_A,339048.91742205666,37074.0,146985.9741304986,1105424238731.09,32076603758085.586,33445632212325.223,4.15672722680174
Vinhos de mesa,1350,1229013703416.76,115243504.0,10664.4944032313,3.44404505794418,3.40737824605742,73.921,94.0,37414822666234.78,38983603133621.67,0.8193324651987488,cat_A,10040.77016435567,2453.0,23336.57833434615,1229013703416.76,37414822666234.78,38983603133621.67,3.40737824605742
Suco de uva,83291,1255110424817.79,116818208.0,10744.1335242686,3.55321075993527,4.11150981070289,74.128,94.0,39585492979285.984,41065307213098.84,0.8208150586868324,cat_A,422186.42231504316,61932.0,339048.91742205666,1229013703416.76,37414822666234.78,38983603133621.67,3.40737824605742
Suco de uva,86626,1327436290282.67,118343573.0,11216.8008505428,0.852101559410627,3.80639069747204,74.289,94.0,40826365832361.805,42392838360687.8,0.824141496215433,cat_A,418170.75795533083,83291.0,422186.42231504316,1255110424817.79,39585492979285.984,41065307213098.84,4.11150981070289
Suco de uva,109550,1364507717614.13,119784261.0,11391.3773497683,2.50376350288664,4.01861608078679,74.404,95.0,42931495676116.8,44531278139093.9,0.8285389513444301,cat_A,372514.9629080495,86626.0,418170.75795533083,1327436290282.67,40826365832361.805,42392838360687.8,3.80639069747204
Vinhos de mesa,1521,1364507717614.13,119784261.0,11391.3773497683,2.50376350288664,4.01861608078679,74.404,95.0,42931495676116.8,44531278139093.9,0.8285389513444301,cat_A,32246.61861313869,1350.0,10040.77016435567,1364507717614.13,42931495676116.8,44531278139093.9,4.01861608078679
Suco de uva,82377,1213294467716.88,121072306.0,10021.2386118827,2.70232342550646,2.72064064964023,74.431,94.0,41449503103399.3,43982169526800.58,0.818241015845968,cat_A,315024.39873089275,109550.0,372514.9629080495,1364507717614.13,42931495676116.8,44531278139093.9,4.01861608078679
Suco de uva,95340,1112233497452.7,122251351.0,9097.92397674769,1.77249323845399,2.8217078474766,74.376,95.0,40947629470504.3,43237661413182.63,0.8150745803858885,cat_A,399816.33809013903,82377.0,315024.39873089275,1213294467716.88,41449503103399.3,43982169526800.58,2.72064064964023
Suco de uva,76435,1190721475906.0,123400057.0,9649.27816772402,1.87172853327193,6.04145724018986,74.261,95.0,44668830968740.805,46959718124576.28,0.8180257409230672,cat_A,357530.21149640996,95340.0,399816.33809013903,1112233497452.7,40947629470504.3,43237661413182.63,2.8217078474766
Vinhos de mesa,664,1190721475906.0,123400057.0,9649.27816772402,1.87172853327193,6.04145724018986,74.261,95.0,44668830968740.805,46959718124576.28,0.8180257409230672,cat_A,2933.1559562663188,1521.0,32246.61861313869,1190721475906.0,44668830968740.805,46959718124576.28,6.04145724018986
